Bottle v0.12.13 server starting up (using WSGIRefServer())...
Listening on http://0.0.0.0:80/
Hit Ctrl-C to quit.

/home/skellert/anaconda2/lib/python2.7/site-packages/bs4/__init__.py:166: UserWarning: No parser was explicitly specified, so I'm using the best available HTML parser for this system ("lxml"). This usually isn't a problem, but if you run this code on another system, or in a different virtual environment, it may use a different parser and behave differently.

To get rid of this warning, change this:

 BeautifulSoup([your markup])

to this:

 BeautifulSoup([your markup], "lxml")

  markup_type=markup_type))
128.138.65.138 - - [07/Apr/2017 16:08:48] "GET /masters HTTP/1.1" 200 26783
77.75.77.54 - - [07/Apr/2017 16:08:48] "GET /robots.txt HTTP/1.1" 404 739
67.164.229.210 - - [07/Apr/2017 16:08:48] "GET /static/score_graph.csv HTTP/1.1" 304 0
73.98.162.169 - - [07/Apr/2017 16:08:52] "GET /masters HTTP/1.1" 200 26783
/home/skellert/git/website/KellertAnalytics/power_rankings_load.py:55: FutureWarning: sort(columns=....) is deprecated, use sort_values(by=.....)
  data = data.sort("Offense", ascending = False)
77.75.77.54 - - [07/Apr/2017 16:09:25] "GET /team_stats/FL_Gulf_Coast HTTP/1.1" 200 9037
67.164.229.210 - - [07/Apr/2017 16:09:26] "GET /masters HTTP/1.1" 200 26783
128.138.65.138 - - [07/Apr/2017 16:09:27] "GET /masters HTTP/1.1" 200 26783
73.98.162.169 - - [07/Apr/2017 16:09:28] "GET /masters HTTP/1.1" 200 26783
67.164.229.210 - - [07/Apr/2017 16:09:28] "GET /static/score_graph.csv HTTP/1.1" 304 0
128.138.65.138 - - [07/Apr/2017 16:09:28] "GET /static/score_graph.csv HTTP/1.1" 304 0
73.98.162.169 - - [07/Apr/2017 16:09:29] "GET /static/score_graph.csv HTTP/1.1" 304 0
67.164.229.210 - - [07/Apr/2017 16:09:58] "GET /masters HTTP/1.1" 200 26783
128.138.65.138 - - [07/Apr/2017 16:09:59] "GET /masters HTTP/1.1" 200 26783
67.164.229.210 - - [07/Apr/2017 16:09:59] "GET /static/score_graph.csv HTTP/1.1" 304 0
73.98.162.169 - - [07/Apr/2017 16:10:02] "GET /masters HTTP/1.1" 200 26783
67.164.229.210 - - [07/Apr/2017 16:10:36] "GET /masters HTTP/1.1" 200 26783
128.138.65.138 - - [07/Apr/2017 16:10:37] "GET /masters HTTP/1.1" 200 26783
73.98.162.169 - - [07/Apr/2017 16:10:38] "GET /masters HTTP/1.1" 200 26783
73.98.162.169 - - [07/Apr/2017 16:10:40] "GET /static/score_graph.csv HTTP/1.1" 200 3008
67.164.229.210 - - [07/Apr/2017 16:10:40] "GET /static/score_graph.csv HTTP/1.1" 200 3008
128.138.65.138 - - [07/Apr/2017 16:10:40] "GET /static/score_graph.csv HTTP/1.1" 200 3008
67.164.229.210 - - [07/Apr/2017 16:11:08] "GET /masters HTTP/1.1" 200 26783
128.138.65.138 - - [07/Apr/2017 16:11:09] "GET /masters HTTP/1.1" 200 26783
67.164.229.210 - - [07/Apr/2017 16:11:09] "GET /static/score_graph.csv HTTP/1.1" 304 0
128.138.65.138 - - [07/Apr/2017 16:11:10] "GET /static/score_graph.csv HTTP/1.1" 304 0
73.98.162.169 - - [07/Apr/2017 16:11:12] "GET /masters HTTP/1.1" 200 26783
73.98.162.169 - - [07/Apr/2017 16:11:13] "GET /static/score_graph.csv HTTP/1.1" 304 0
67.164.229.210 - - [07/Apr/2017 16:11:40] "GET /masters HTTP/1.1" 200 26784
128.138.65.138 - - [07/Apr/2017 16:11:42] "GET /masters HTTP/1.1" 200 26784
67.164.229.210 - - [07/Apr/2017 16:11:42] "GET /static/score_graph.csv HTTP/1.1" 304 0
128.138.65.138 - - [07/Apr/2017 16:11:42] "GET /static/score_graph.csv HTTP/1.1" 304 0
73.98.162.169 - - [07/Apr/2017 16:11:47] "GET /masters HTTP/1.1" 200 26784
73.98.162.169 - - [07/Apr/2017 16:11:48] "GET /static/score_graph.csv HTTP/1.1" 304 0
67.164.229.210 - - [07/Apr/2017 16:12:13] "GET /masters HTTP/1.1" 200 26784
128.138.65.138 - - [07/Apr/2017 16:12:14] "GET /masters HTTP/1.1" 200 26784
67.164.229.210 - - [07/Apr/2017 16:12:14] "GET /static/score_graph.csv HTTP/1.1" 304 0
128.138.65.138 - - [07/Apr/2017 16:12:14] "GET /static/score_graph.csv HTTP/1.1" 304 0
66.249.64.240 - - [07/Apr/2017 16:12:15] "GET /team_stats/Iowa_St HTTP/1.1" 200 9031
73.98.162.169 - - [07/Apr/2017 16:12:21] "GET /masters HTTP/1.1" 200 26784
73.98.162.169 - - [07/Apr/2017 16:12:22] "GET /static/score_graph.csv HTTP/1.1" 304 0
67.164.229.210 - - [07/Apr/2017 16:12:45] "GET /masters HTTP/1.1" 200 26784
128.138.65.138 - - [07/Apr/2017 16:12:46] "GET /masters HTTP/1.1" 200 26784
67.164.229.210 - - [07/Apr/2017 16:12:46] "GET /static/score_graph.csv HTTP/1.1" 304 0
128.138.65.138 - - [07/Apr/2017 16:12:46] "GET /static/score_graph.csv HTTP/1.1" 304 0
73.98.162.169 - - [07/Apr/2017 16:12:54] "GET /masters HTTP/1.1" 200 26784
73.98.162.169 - - [07/Apr/2017 16:12:55] "GET /static/score_graph.csv HTTP/1.1" 304 0
67.164.229.210 - - [07/Apr/2017 16:13:17] "GET /masters HTTP/1.1" 200 26784
128.138.65.138 - - [07/Apr/2017 16:13:18] "GET /masters HTTP/1.1" 200 26784
67.164.229.210 - - [07/Apr/2017 16:13:18] "GET /static/score_graph.csv HTTP/1.1" 304 0
128.138.65.138 - - [07/Apr/2017 16:13:18] "GET /static/score_graph.csv HTTP/1.1" 304 0
73.98.162.169 - - [07/Apr/2017 16:13:27] "GET /masters HTTP/1.1" 200 26784
